request_id,department,channel,region,service_area,customer_type,previous_requests_90d,requester_tenure_months,request_text_length,sentiment_score,updates_first_24h,attachments_count,opened_hour,opened_weekday,sla_breach,priority_level,resolution_hours_after_close,closed_status_after_close,escalation_outcome_after_close
SR-00768,Operations,Portal,England,Billing,SME Client,2,56,25,-0.643,2,0,17,Tue,0,Low,13.1,Closed within SLA,No escalation
SR-00207,Operations,Portal,England,Data Request,Enterprise Client,2,83,262,0.496,2,0,8,Thu,1,Standard,75.3,Closed after SLA,No escalation
SR-00296,Customer Support,Portal,England,Onboarding,Enterprise Client,2,39,286,-1.0,0,2,9,Tue,0,Standard,16.9,Closed within SLA,Team review
SR-00686,Finance,Chat,England,Technical,Internal,2,53,222,-0.229,0,0,8,Wed,0,Low,24.0,Closed within SLA,No escalation
SR-00074,Operations,Chat,Northern Ireland,Access,SME Client,0,75,243,0.657,2,0,17,Wed,0,Low,21.0,Closed within SLA,No escalation
SR-00105,Customer Support,Email,England,Access,Internal,2,36,100,0.093,1,3,10,Mon,0,Low,35.1,Closed within SLA,No escalation
SR-00813,Legal,Chat,England,Data Request,Enterprise Client,3,13,146,-0.013,0,1,11,Tue,0,Low,31.3,Closed within SLA,No escalation
SR-00858,Customer Support,Chat,England,Data Request,SME Client,1,36,233,-0.035,0,0,19,Fri,0,Standard,8.8,Closed within SLA,No escalation
SR-00017,IT,Portal,Scotland,Onboarding,SME Client,3,47,142,-0.57,3,0,9,Thu,0,Standard,3.8,Closed within SLA,No escalation
SR-00440,IT,Portal,England,Billing,Enterprise Client,2,26,244,-0.216,3,0,18,Tue,1,Standard,55.6,Closed after SLA,No escalation
SR-00092,IT,Phone,Scotland,Access,Enterprise Client,0,70,127,0.97,4,0,9,Fri,0,Low,42.9,Closed within SLA,No escalation
SR-00089,Operations,Portal,Wales,Data Request,Enterprise Client,2,42,165,-0.942,1,0,17,Thu,0,Low,27.3,Closed within SLA,Team review
SR-00451,Operations,Phone,England,Access,Public Sector,2,48,199,0.792,3,0,18,Wed,0,Low,22.5,Closed within SLA,Manager note
SR-00103,Finance,Portal,Scotland,Access,SME Client,3,80,197,-0.364,2,1,19,Wed,1,Low,60.2,Closed after SLA,Team review
SR-00239,Operations,Portal,England,Billing,Enterprise Client,0,62,227,0.771,0,0,15,Wed,0,Low,24.4,Closed within SLA,No escalation
SR-00643,Operations,Portal,England,Access,SME Client,3,29,211,0.101,1,0,19,Thu,1,Standard,41.3,Closed after SLA,No escalation
SR-00247,IT,Phone,England,Billing,Enterprise Client,2,29,263,-0.088,1,1,14,Tue,0,Low,1.0,Closed within SLA,No escalation
SR-00635,Operations,Portal,England,Billing,Internal,4,51,116,-0.306,0,0,7,Thu,0,Low,12.9,Closed within SLA,No escalation
SR-00158,IT,Portal,England,Onboarding,Internal,1,45,164,-0.132,2,0,12,Thu,0,Low,24.6,Closed within SLA,Team review
SR-00480,HR,Email,England,Onboarding,SME Client,6,74,104,-0.112,3,1,10,Mon,1,Standard,30.2,Closed after SLA,Team review
SR-00754,HR,Portal,Northern Ireland,Access,Internal,1,46,177,0.388,1,2,14,Mon,0,Low,33.7,Closed within SLA,No escalation
SR-00734,Finance,Phone,England,Billing,SME Client,3,34,169,0.032,0,1,17,Tue,1,Standard,88.1,Closed after SLA,No escalation
SR-00019,Customer Support,Portal,England,Access,Internal,1,78,168,-0.111,0,1,14,Thu,0,Low,36.3,Closed within SLA,No escalation
SR-00717,IT,Portal,England,Technical,Public Sector,1,66,82,-0.207,2,0,18,Wed,1,Urgent,57.0,Closed after SLA,Escalated after breach
SR-00122,IT,Phone,England,Technical,SME Client,1,46,116,-0.473,0,0,9,Tue,1,Urgent,68.1,Closed after SLA,Escalated after breach
SR-00628,Operations,Email,England,Policy,Internal,4,31,208,-0.43,1,0,8,Thu,1,Low,86.1,Closed after SLA,No escalation
SR-00275,IT,Email,England,Onboarding,Public Sector,4,50,108,0.65,1,1,13,Wed,0,Standard,1.0,Closed within SLA,No escalation
SR-00434,Customer Support,Chat,Northern Ireland,Access,SME Client,3,54,77,0.387,2,1,7,Thu,0,Low,24.6,Closed within SLA,No escalation
SR-00800,IT,Phone,Northern Ireland,Policy,Enterprise Client,1,33,289,-0.519,1,0,8,Wed,0,Low,29.3,Closed within SLA,No escalation
SR-00312,HR,Phone,England,Policy,SME Client,0,77,322,-0.142,0,0,7,Fri,0,Standard,21.0,Closed within SLA,No escalation
SR-00677,Customer Support,Phone,England,Access,SME Client,1,40,182,0.964,2,0,10,Thu,0,Low,9.8,Closed within SLA,No escalation
SR-00744,Operations,Portal,England,Billing,Internal,2,69,337,0.116,1,1,12,Wed,0,Low,29.4,Closed within SLA,No escalation
SR-00547,HR,Chat,Wales,Billing,Internal,2,34,225,0.47,4,0,18,Tue,0,Standard,10.7,Closed within SLA,No escalation
SR-00182,Customer Support,Chat,England,Access,Enterprise Client,1,18,175,0.07,0,0,19,Tue,0,Urgent,37.5,Closed within SLA,No escalation
SR-00185,Customer Support,Chat,England,Onboarding,SME Client,2,59,163,0.879,0,0,11,Wed,0,Low,16.6,Closed within SLA,No escalation
SR-00407,Finance,Email,England,Billing,SME Client,0,75,139,0.371,2,1,17,Thu,1,Urgent,71.7,Closed after SLA,Escalated after breach
SR-00607,Customer Support,Phone,England,Access,Internal,2,32,257,-0.252,3,1,12,Wed,1,Urgent,45.1,Closed after SLA,Escalated after breach
SR-00521,Customer Support,Phone,England,Billing,Public Sector,0,3,25,-1.0,2,0,14,Thu,0,Urgent,22.6,Closed within SLA,Team review
SR-00381,IT,Portal,Scotland,Billing,Internal,3,4,122,-0.236,0,0,16,Tue,0,Standard,1.0,Closed within SLA,No escalation
SR-00411,IT,Portal,Northern Ireland,Billing,Internal,3,64,209,-0.011,1,0,18,Mon,0,Standard,33.0,Closed within SLA,Team review
SR-00370,Customer Support,Email,England,Onboarding,Internal,4,51,203,0.568,1,1,14,Thu,1,Low,48.6,Closed after SLA,No escalation
SR-00724,Legal,Portal,England,Onboarding,Internal,0,56,188,-0.314,1,2,8,Wed,1,Low,76.9,Closed after SLA,No escalation
SR-00819,IT,Email,Scotland,Onboarding,Internal,0,45,187,-0.021,0,0,7,Thu,0,Low,9.7,Closed within SLA,No escalation
SR-00672,IT,Email,Wales,Access,SME Client,1,83,199,0.755,1,0,13,Tue,0,Low,26.1,Closed within SLA,No escalation
SR-00079,IT,Email,England,Billing,Internal,1,13,170,0.118,0,0,8,Tue,1,Urgent,51.2,Closed after SLA,Escalated after breach
SR-00574,Customer Support,Email,England,Technical,Internal,1,56,290,0.753,0,0,16,Thu,0,Low,30.5,Closed within SLA,No escalation
SR-00638,IT,Phone,England,Policy,Public Sector,1,58,150,0.275,0,0,12,Tue,0,Urgent,26.3,Closed within SLA,Manager note
SR-00608,Operations,Email,England,Access,Internal,2,70,135,-0.702,1,0,19,Tue,1,Standard,39.8,Closed after SLA,No escalation
SR-00709,HR,Email,England,Onboarding,Public Sector,6,32,174,-0.716,0,0,12,Wed,1,Urgent,62.0,Closed after SLA,Escalated after breach
SR-00883,Legal,Portal,England,Onboarding,Enterprise Client,2,11,208,0.458,2,1,8,Wed,0,Low,16.5,Closed within SLA,No escalation
SR-00740,HR,Phone,England,Technical,Enterprise Client,0,49,196,-0.4,0,0,12,Mon,1,Urgent,78.3,Closed after SLA,Escalated after breach
SR-00823,Finance,Phone,England,Access,Enterprise Client,3,1,235,0.091,1,0,7,Mon,0,Low,20.8,Closed within SLA,No escalation
SR-00417,Operations,Email,England,Access,Internal,4,22,193,0.944,3,0,8,Wed,1,Low,73.7,Closed after SLA,No escalation
SR-00661,Finance,Chat,Wales,Billing,Public Sector,1,17,271,0.095,1,0,13,Fri,0,Low,25.7,Closed within SLA,No escalation
SR-00562,Finance,Email,England,Technical,Internal,4,65,224,-0.354,3,1,9,Fri,1,Urgent,68.2,Closed after SLA,Escalated after breach
SR-00068,Finance,Portal,England,Technical,Internal,1,55,141,-0.519,1,0,7,Mon,1,Standard,72.7,Closed after SLA,Team review
SR-00537,IT,Portal,Wales,Data Request,SME Client,4,19,275,0.683,1,0,8,Wed,0,Low,1.0,Closed within SLA,No escalation
SR-00078,IT,Email,England,Onboarding,SME Client,3,16,255,-0.443,0,0,10,Tue,0,Low,22.5,Closed within SLA,Team review
SR-00106,IT,Portal,England,Billing,Internal,2,36,231,-0.062,1,1,10,Mon,1,Standard,41.6,Closed after SLA,No escalation
SR-00895,Customer Support,Chat,Wales,Access,Internal,2,57,193,0.2,2,1,9,Tue,1,Standard,63.2,Closed after SLA,No escalation
SR-00695,Customer Support,Phone,Wales,Technical,Enterprise Client,2,51,153,0.627,1,0,19,Fri,0,Low,18.4,Closed within SLA,No escalation
SR-00639,Customer Support,Phone,England,Billing,SME Client,2,7,220,-0.256,1,1,9,Tue,0,Low,18.7,Closed within SLA,No escalation
SR-00560,HR,Portal,England,Access,Internal,4,82,162,1.0,1,0,13,Wed,0,Low,22.5,Closed within SLA,No escalation
SR-00776,Customer Support,Chat,England,Onboarding,Internal,3,20,143,-0.726,0,1,13,Thu,1,Standard,73.1,Closed after SLA,Team review
SR-00835,IT,Chat,England,Technical,SME Client,6,55,196,-0.728,1,0,8,Tue,1,Urgent,55.7,Closed after SLA,Escalated after breach
SR-00778,Operations,Email,Wales,Policy,Internal,0,23,179,-0.796,1,0,9,Mon,1,Standard,56.8,Closed after SLA,Team review
SR-00693,Operations,Chat,England,Data Request,Internal,3,67,208,-0.867,0,1,16,Thu,0,Low,24.0,Closed within SLA,No escalation
SR-00491,IT,Chat,Northern Ireland,Access,Internal,4,11,223,-1.0,2,0,18,Fri,1,Standard,73.6,Closed after SLA,No escalation
SR-00887,HR,Portal,England,Billing,Enterprise Client,3,79,194,0.533,3,1,19,Thu,0,Low,9.5,Closed within SLA,No escalation
SR-00753,Finance,Portal,England,Access,Enterprise Client,1,83,259,-0.359,2,1,15,Fri,1,Low,78.2,Closed after SLA,No escalation
SR-00606,Customer Support,Email,England,Access,Enterprise Client,2,5,140,-0.933,1,0,9,Fri,1,Urgent,71.9,Closed after SLA,Escalated after breach
SR-00364,Operations,Chat,England,Policy,Internal,1,71,295,0.305,1,1,9,Fri,0,Low,1.0,Closed within SLA,No escalation
SR-00070,HR,Portal,Scotland,Data Request,SME Client,3,40,151,0.553,2,1,7,Thu,1,Low,65.4,Closed after SLA,No escalation
SR-00549,Customer Support,Email,England,Policy,SME Client,1,3,106,-0.74,3,1,7,Thu,0,Low,8.6,Closed within SLA,No escalation
SR-00161,Operations,Chat,England,Onboarding,Public Sector,1,2,89,-0.201,0,1,19,Wed,1,Standard,66.2,Closed after SLA,No escalation
SR-00012,Customer Support,Chat,England,Billing,Internal,1,74,244,0.493,3,0,17,Thu,0,Low,31.1,Closed within SLA,Team review
SR-00145,HR,Portal,Scotland,Access,Internal,3,51,113,-0.362,0,0,12,Wed,0,Low,7.3,Closed within SLA,No escalation
SR-00518,Customer Support,Email,Scotland,Access,Public Sector,1,47,59,1.0,1,1,15,Thu,0,Low,3.7,Closed within SLA,No escalation
SR-00428,Customer Support,Email,England,Access,Enterprise Client,4,23,260,-0.037,1,1,7,Tue,1,Urgent,61.0,Closed after SLA,Escalated after breach
SR-00640,Customer Support,Email,Scotland,Onboarding,Enterprise Client,3,22,85,0.032,0,0,10,Tue,1,Urgent,63.7,Closed after SLA,Escalated after breach
SR-00177,HR,Email,England,Billing,Enterprise Client,3,52,279,0.383,1,0,9,Fri,0,Low,40.2,Closed within SLA,No escalation
SR-00441,Customer Support,Portal,England,Billing,SME Client,3,40,195,-0.112,1,0,15,Tue,0,Standard,14.7,Closed within SLA,No escalation
SR-00522,Finance,Email,England,Technical,Enterprise Client,2,13,122,-0.876,1,0,10,Tue,1,Urgent,76.3,Closed after SLA,Escalated after breach
SR-00779,Customer Support,Chat,England,Data Request,Public Sector,2,64,140,-1.0,1,0,8,Fri,1,Standard,69.5,Closed after SLA,No escalation
SR-00839,HR,Email,Scotland,Access,Internal,3,58,183,0.439,1,0,15,Mon,1,Low,43.1,Closed after SLA,No escalation
SR-00232,HR,Email,England,Access,Enterprise Client,0,68,277,0.081,2,0,11,Tue,1,Standard,55.7,Closed after SLA,Team review
SR-00211,IT,Portal,England,Technical,SME Client,0,48,280,0.711,0,0,16,Wed,1,Urgent,91.1,Closed after SLA,Escalated after breach
SR-00641,Customer Support,Phone,Northern Ireland,Billing,Enterprise Client,2,39,132,0.377,2,2,7,Fri,0,Low,12.0,Closed within SLA,Manager note
SR-00144,IT,Phone,England,Billing,SME Client,6,27,170,0.873,2,0,17,Mon,1,Standard,73.1,Closed after SLA,No escalation
SR-00520,Customer Support,Chat,Wales,Billing,SME Client,1,32,251,-0.299,2,0,12,Tue,0,Low,10.5,Closed within SLA,No escalation
SR-00893,Finance,Portal,Wales,Technical,Public Sector,2,66,164,0.528,3,0,11,Tue,0,Standard,2.6,Closed within SLA,No escalation
SR-00299,Customer Support,Portal,England,Data Request,Internal,2,38,136,0.952,2,1,18,Wed,1,Low,61.6,Closed after SLA,Team review
SR-00429,Operations,Portal,England,Technical,SME Client,0,39,221,0.364,3,1,18,Mon,0,Low,30.9,Closed within SLA,No escalation
SR-00613,Legal,Email,England,Onboarding,SME Client,3,78,205,0.85,1,0,18,Thu,0,Low,12.1,Closed within SLA,No escalation
SR-00827,IT,Portal,England,Access,Internal,1,3,225,0.454,3,1,18,Fri,1,Low,66.2,Closed after SLA,Team review
SR-00009,Operations,Portal,England,Access,Internal,5,49,179,0.592,2,0,13,Wed,1,Low,41.7,Closed after SLA,Manager note
SR-00157,Finance,Chat,England,Technical,Internal,2,19,25,0.325,2,1,17,Wed,1,Low,43.1,Closed after SLA,No escalation
SR-00540,Customer Support,Chat,England,Billing,Enterprise Client,3,74,272,-0.348,0,1,18,Mon,0,Low,12.8,Closed within SLA,No escalation
SR-00507,Finance,Chat,England,Access,Enterprise Client,2,68,89,0.054,2,1,12,Tue,0,Low,9.2,Closed within SLA,No escalation
SR-00437,Operations,Portal,England,Policy,Internal,1,40,114,-0.593,5,1,16,Thu,0,Low,19.8,Closed within SLA,No escalation
SR-00267,Finance,Phone,England,Billing,SME Client,2,30,152,0.525,1,2,15,Thu,0,Standard,31.3,Closed within SLA,No escalation
SR-00462,Operations,Portal,Northern Ireland,Data Request,Enterprise Client,1,25,250,0.684,3,1,9,Tue,0,Low,27.1,Closed within SLA,Team review
SR-00577,Customer Support,Email,Wales,Onboarding,Enterprise Client,1,23,333,-0.316,3,0,15,Fri,1,Standard,30.1,Closed after SLA,Manager note
SR-00339,Operations,Portal,Scotland,Access,SME Client,0,56,181,0.162,3,0,19,Fri,0,Low,44.4,Closed within SLA,No escalation
SR-00256,Customer Support,Portal,England,Billing,Internal,5,51,127,-0.666,1,0,10,Mon,1,Low,62.9,Closed after SLA,No escalation
SR-00719,IT,Chat,England,Access,Public Sector,0,58,81,-0.468,0,0,14,Tue,1,Standard,59.8,Closed after SLA,No escalation
SR-00759,Operations,Portal,England,Access,SME Client,4,64,67,-0.078,3,0,9,Mon,1,Standard,53.4,Closed after SLA,No escalation
SR-00666,IT,Email,Scotland,Billing,SME Client,2,12,271,0.282,0,1,14,Mon,1,Urgent,44.6,Closed after SLA,Escalated after breach
SR-00561,Operations,Phone,Scotland,Access,SME Client,1,58,211,0.281,0,1,14,Wed,1,Low,43.3,Closed after SLA,No escalation
SR-00209,Operations,Chat,England,Data Request,Public Sector,1,78,139,0.692,3,1,16,Fri,0,Low,17.7,Closed within SLA,Manager note
SR-00288,Finance,Chat,England,Onboarding,Enterprise Client,2,50,229,-0.9,1,1,17,Wed,0,Low,28.6,Closed within SLA,No escalation
SR-00002,HR,Portal,England,Onboarding,Internal,3,81,318,-0.949,3,0,15,Fri,1,Standard,58.8,Closed after SLA,No escalation
SR-00342,Legal,Portal,England,Data Request,Internal,1,28,301,0.427,2,0,12,Wed,0,Low,25.5,Closed within SLA,No escalation
SR-00270,Operations,Portal,England,Access,SME Client,3,41,180,0.718,3,1,11,Mon,0,Low,1.0,Closed within SLA,Manager note
SR-00266,Operations,Chat,Wales,Onboarding,Internal,3,10,61,-0.334,2,1,7,Wed,0,Low,40.5,Closed within SLA,No escalation
SR-00767,Operations,Phone,England,Technical,SME Client,1,29,126,-0.459,1,1,10,Wed,1,Standard,73.9,Closed after SLA,No escalation
SR-00733,Operations,Email,England,Data Request,Internal,3,43,228,-0.175,2,0,13,Tue,1,Standard,44.0,Closed after SLA,No escalation
SR-00096,IT,Email,England,Onboarding,SME Client,1,69,49,-0.606,2,1,13,Fri,0,Low,1.0,Closed within SLA,No escalation
SR-00864,IT,Portal,England,Access,Public Sector,1,3,144,0.278,1,1,19,Thu,0,Standard,1.0,Closed within SLA,No escalation
SR-00043,IT,Portal,England,Access,Enterprise Client,2,62,251,0.405,5,1,9,Mon,0,Low,17.1,Closed within SLA,Team review
SR-00718,Operations,Email,England,Technical,Enterprise Client,0,2,216,-0.107,1,0,12,Fri,0,Low,17.5,Closed within SLA,No escalation
SR-00891,Finance,Phone,Northern Ireland,Technical,SME Client,2,21,89,1.0,2,0,7,Mon,1,Low,84.7,Closed after SLA,No escalation
SR-00743,Customer Support,Email,England,Access,SME Client,4,56,96,0.288,0,0,13,Wed,1,Urgent,50.1,Closed after SLA,Escalated after breach
SR-00629,IT,Portal,England,Onboarding,SME Client,3,8,103,-0.676,6,1,8,Fri,1,Low,54.7,Closed after SLA,Team review
SR-00046,Customer Support,Portal,England,Technical,Enterprise Client,1,22,146,0.157,0,0,13,Wed,1,Standard,57.6,Closed after SLA,No escalation
SR-00162,Customer Support,Email,England,Onboarding,Internal,2,80,98,-0.098,1,0,12,Tue,0,Low,41.0,Closed within SLA,No escalation
SR-00630,Customer Support,Portal,Scotland,Billing,Internal,3,3,102,-1.0,1,1,17,Mon,0,Low,14.3,Closed within SLA,No escalation
SR-00289,IT,Portal,England,Access,Public Sector,1,29,151,0.39,1,0,16,Mon,1,Urgent,81.1,Closed after SLA,Escalated after breach
SR-00590,Operations,Email,England,Onboarding,SME Client,1,27,168,-0.237,3,0,12,Tue,0,Low,41.1,Closed within SLA,No escalation
SR-00798,Operations,Phone,England,Technical,Enterprise Client,0,72,203,0.138,2,0,10,Mon,1,Urgent,75.9,Closed after SLA,Escalated after breach
SR-00849,Operations,Email,England,Access,SME Client,2,37,232,0.091,2,1,19,Mon,0,Low,35.1,Closed within SLA,Manager note
SR-00576,HR,Email,England,Technical,SME Client,2,35,229,0.628,4,2,10,Wed,1,Standard,64.5,Closed after SLA,Manager note
SR-00316,Finance,Email,Wales,Technical,Internal,1,64,143,-0.143,0,0,10,Fri,0,Low,16.1,Closed within SLA,No escalation
SR-00231,Operations,Chat,England,Technical,SME Client,1,61,212,0.822,2,0,11,Mon,1,Standard,60.0,Closed after SLA,Team review
SR-00699,IT,Phone,Scotland,Technical,SME Client,5,5,109,0.362,1,0,10,Tue,1,Standard,69.1,Closed after SLA,No escalation
SR-00737,Operations,Email,Scotland,Billing,Internal,3,33,140,-0.079,3,0,10,Thu,1,Standard,53.0,Closed after SLA,Manager note
SR-00712,IT,Phone,England,Access,Enterprise Client,1,56,149,-0.532,0,1,9,Mon,0,Standard,22.8,Closed within SLA,No escalation
SR-00077,Finance,Email,England,Technical,Internal,2,35,142,-0.615,0,0,8,Mon,0,Low,19.1,Closed within SLA,No escalation
SR-00634,Finance,Phone,England,Billing,Enterprise Client,3,28,136,-1.0,0,1,12,Tue,1,Standard,46.6,Closed after SLA,Manager note
SR-00868,Customer Support,Portal,England,Onboarding,Enterprise Client,1,47,203,-0.19,2,0,16,Mon,1,Low,61.2,Closed after SLA,No escalation
SR-00248,HR,Phone,England,Technical,Enterprise Client,1,41,96,-0.428,3,3,8,Fri,1,Urgent,58.5,Closed after SLA,Escalated after breach
SR-00477,HR,Email,England,Policy,Enterprise Client,4,8,203,1.0,2,1,13,Fri,1,Standard,64.9,Closed after SLA,Team review
SR-00671,Operations,Email,England,Policy,Public Sector,1,14,193,-0.293,0,0,8,Wed,0,Urgent,13.4,Closed within SLA,No escalation
SR-00086,Operations,Chat,England,Technical,Internal,2,76,137,-0.506,2,1,13,Wed,0,Low,23.5,Closed within SLA,No escalation
SR-00470,HR,Portal,Wales,Technical,Internal,1,76,268,0.621,6,0,9,Tue,1,Urgent,95.5,Closed after SLA,Escalated after breach
SR-00226,Customer Support,Email,England,Technical,SME Client,2,19,230,0.1,2,0,10,Thu,0,Urgent,47.1,Closed within SLA,No escalation
SR-00332,Operations,Email,Scotland,Access,SME Client,2,83,338,-0.769,0,2,13,Wed,1,Low,44.1,Closed after SLA,No escalation
SR-00234,IT,Phone,England,Policy,SME Client,4,60,249,1.0,2,1,19,Fri,0,Urgent,26.0,Closed within SLA,No escalation
SR-00589,Operations,Chat,Scotland,Access,Internal,1,46,132,-0.541,1,0,14,Mon,1,Low,48.1,Closed after SLA,No escalation
SR-00476,Finance,Portal,England,Access,SME Client,5,37,218,-0.804,3,1,19,Fri,0,Standard,22.6,Closed within SLA,No escalation
SR-00797,Operations,Portal,England,Technical,Internal,1,67,165,0.827,2,0,19,Fri,1,Standard,38.3,Closed after SLA,No escalation
SR-00780,Customer Support,Email,Wales,Onboarding,Internal,3,4,143,0.018,1,0,18,Thu,1,Standard,59.9,Closed after SLA,Team review
SR-00600,IT,Phone,England,Access,Internal,1,5,105,-0.274,1,0,11,Wed,1,Standard,57.9,Closed after SLA,No escalation
SR-00422,Operations,Email,England,Billing,Internal,1,43,62,-0.981,5,1,8,Wed,0,Standard,1.0,Closed within SLA,No escalation
SR-00688,Legal,Email,Scotland,Data Request,Internal,1,43,158,0.179,1,2,10,Mon,1,Standard,58.6,Closed after SLA,No escalation
SR-00183,IT,Chat,Wales,Onboarding,Public Sector,1,10,266,0.463,1,0,14,Mon,0,Standard,19.5,Closed within SLA,No escalation
SR-00618,Finance,Chat,England,Access,Internal,2,10,155,0.281,1,1,17,Fri,1,Low,58.2,Closed after SLA,No escalation
SR-00333,IT,Portal,Northern Ireland,Billing,SME Client,1,23,178,0.461,3,0,11,Wed,1,Low,71.1,Closed after SLA,No escalation
SR-00439,Customer Support,Chat,England,Technical,SME Client,1,75,246,0.049,0,0,18,Thu,1,Standard,56.9,Closed after SLA,No escalation
SR-00050,Operations,Portal,Scotland,Access,Public Sector,3,4,226,1.0,1,0,16,Wed,1,Low,52.8,Closed after SLA,Manager note
SR-00006,Legal,Email,England,Onboarding,Internal,1,23,150,0.428,2,0,14,Tue,0,Low,14.8,Closed within SLA,Team review
SR-00530,Finance,Email,England,Onboarding,Public Sector,1,31,102,0.089,1,1,17,Tue,1,Urgent,59.9,Closed after SLA,Escalated after breach
SR-00235,Legal,Chat,England,Technical,Internal,0,61,190,0.263,1,1,8,Mon,0,Low,11.5,Closed within SLA,No escalation
SR-00487,HR,Phone,Wales,Technical,SME Client,1,34,329,-0.565,1,1,14,Thu,0,Low,23.3,Closed within SLA,No escalation
SR-00807,IT,Portal,England,Onboarding,Public Sector,2,31,213,-0.566,1,2,18,Thu,0,Standard,37.4,Closed within SLA,No escalation
SR-00498,IT,Chat,England,Access,Enterprise Client,0,1,175,0.756,1,0,19,Wed,0,Low,16.6,Closed within SLA,No escalation
SR-00803,Customer Support,Portal,England,Access,Internal,0,31,154,-0.327,1,1,13,Fri,0,Low,1.0,Closed within SLA,No escalation
SR-00107,HR,Chat,England,Billing,Internal,3,34,237,-0.028,0,1,19,Mon,0,Low,21.6,Closed within SLA,No escalation
SR-00444,Operations,Email,England,Access,Public Sector,1,5,201,-0.73,3,3,17,Thu,1,Urgent,71.4,Closed after SLA,Escalated after breach
SR-00489,IT,Chat,England,Access,Internal,1,10,175,0.083,2,0,15,Wed,0,Low,1.0,Closed within SLA,No escalation
SR-00647,Operations,Portal,England,Technical,Public Sector,1,81,168,-0.512,3,0,12,Fri,1,Low,55.8,Closed after SLA,No escalation
SR-00013,IT,Chat,Scotland,Billing,Enterprise Client,2,36,197,0.069,1,0,8,Thu,0,Low,1.3,Closed within SLA,Team review
SR-00739,HR,Portal,England,Access,SME Client,1,25,164,-0.618,1,1,15,Fri,0,Low,19.2,Closed within SLA,Team review
SR-00727,Finance,Portal,Wales,Access,Internal,4,34,137,-0.727,1,0,7,Wed,1,Standard,56.5,Closed after SLA,No escalation
SR-00191,Legal,Portal,England,Access,Internal,5,44,175,-0.694,0,2,18,Thu,1,Urgent,76.9,Closed after SLA,Escalated after breach
SR-00845,Operations,Phone,England,Billing,Internal,5,1,130,0.135,1,2,8,Fri,0,Low,12.6,Closed within SLA,Manager note
SR-00283,Operations,Portal,England,Access,Enterprise Client,3,1,254,-0.193,1,1,16,Wed,0,Low,16.7,Closed within SLA,Manager note
SR-00030,IT,Phone,England,Policy,Internal,3,46,238,0.052,0,0,16,Thu,1,Standard,40.7,Closed after SLA,No escalation
SR-00170,Legal,Email,England,Access,Enterprise Client,2,64,195,-0.809,2,1,16,Fri,0,Low,42.3,Closed within SLA,No escalation
SR-00181,Customer Support,Portal,Wales,Access,Internal,1,37,197,-0.176,1,0,18,Fri,0,Low,33.9,Closed within SLA,Team review
SR-00101,Customer Support,Portal,England,Data Request,Public Sector,0,6,197,0.438,0,1,7,Wed,0,Urgent,36.1,Closed within SLA,No escalation
SR-00198,Customer Support,Phone,England,Access,Enterprise Client,3,63,330,0.178,2,0,14,Wed,1,Urgent,87.4,Closed after SLA,Escalated after breach
SR-00496,IT,Portal,England,Billing,Internal,2,30,96,0.164,1,1,15,Thu,0,Low,19.1,Closed within SLA,No escalation
SR-00722,HR,Email,England,Billing,SME Client,0,42,180,-0.194,0,1,11,Tue,0,Low,28.9,Closed within SLA,No escalation
SR-00648,IT,Phone,England,Technical,Internal,2,59,159,-0.048,0,1,7,Fri,0,Standard,13.6,Closed within SLA,No escalation
SR-00873,Legal,Email,England,Billing,Enterprise Client,1,63,142,-0.146,5,0,10,Wed,0,Low,7.9,Closed within SLA,No escalation
SR-00832,IT,Portal,England,Access,Public Sector,1,39,209,-1.0,3,0,19,Thu,1,Urgent,50.7,Closed after SLA,Escalated after breach
SR-00711,Legal,Portal,England,Technical,SME Client,1,55,144,1.0,1,0,14,Wed,1,Low,58.7,Closed after SLA,No escalation
SR-00374,Finance,Email,England,Technical,Internal,3,5,72,0.304,3,0,7,Wed,0,Low,1.0,Closed within SLA,Manager note
SR-00679,Operations,Chat,England,Onboarding,Internal,2,51,273,-0.432,3,1,9,Fri,1,Low,76.8,Closed after SLA,No escalation
SR-00793,Finance,Portal,England,Policy,SME Client,0,22,42,-0.648,0,1,7,Fri,1,Urgent,80.2,Closed after SLA,Escalated after breach
SR-00649,IT,Portal,England,Technical,Internal,1,58,150,-0.162,0,0,8,Tue,1,Urgent,82.9,Closed after SLA,Escalated after breach
SR-00461,IT,Phone,England,Data Request,Public Sector,1,2,257,-0.179,1,0,11,Fri,1,Standard,80.7,Closed after SLA,No escalation
SR-00414,Customer Support,Portal,England,Technical,Internal,1,33,266,-0.79,0,1,12,Tue,1,Urgent,84.1,Closed after SLA,Escalated after breach
SR-00132,Customer Support,Phone,England,Onboarding,Public Sector,3,2,82,0.06,1,0,19,Wed,0,Urgent,17.3,Closed within SLA,Team review
SR-00040,IT,Portal,Scotland,Onboarding,SME Client,3,45,61,1.0,0,0,7,Mon,0,Standard,1.0,Closed within SLA,No escalation
SR-00435,Operations,Chat,Scotland,Technical,Internal,2,22,232,0.542,1,2,17,Fri,1,Low,47.4,Closed after SLA,No escalation
SR-00216,Customer Support,Portal,England,Access,SME Client,1,12,83,0.711,2,1,15,Fri,0,Low,1.0,Closed within SLA,No escalation
SR-00556,Operations,Portal,Scotland,Technical,Internal,1,48,248,-0.232,4,1,15,Fri,0,Low,1.0,Closed within SLA,No escalation
